Chapter Number,Verse Number,Translation Verses,Extracted Keywords
38.0,11.0,They will be one more army vanquished among the many routed hordes.,"['many routed hordes', 'army vanquished among', 'one']"
38.0,12.0,"Even before them the people of Noah, 'Ad, the mighty Pharoah,","['mighty pharoah', 'people', 'noah', 'even', 'ad']"
38.0,13.0,"And the Thamud, the people of Lot, as well as the dwellers of the Wood, had denied. These were the hordes.","['wood', 'well', 'thamud', 'people', 'lot', 'hordes', 'dwellers', 'denied']"
38.0,14.0,Of all these there was not one who did not deny the messengers. So My retribution was justified.,"['retribution', 'one', 'messengers', 'justified', 'deny']"
38.0,15.0,They await but a single blast which will not be repeated.,"['single blast', 'repeated', 'await']"
38.0,16.0,"Still they say: ""O Lord, give us our share before the Day of Reckoning.""","['reckoning .""', 'give us', 'still', 'share', 'say', 'lord', 'day']"
38.0,17.0,"Bear with patience what they say, and remember Our votary David, man of strength. He surely turned to Us in penitence.","['votary david', 'surely turned', 'us', 'strength', 'say', 'remember', 'penitence', 'patience', 'man', 'bear']"
38.0,18.0,"We subjugated the chiefs (of tribes) to struggle day and night with him,","['struggle day', 'tribes', 'subjugated', 'night', 'chiefs']"
38.0,19.0,And the levied Tair. They were all obedient to him.,"['levied tair', 'obedient']"
38.0,20.0,"So We further strengthened his kingdom, and bestowed wisdom on him, and judgement in legal matters.","['legal matters', 'bestowed wisdom', 'strengthened', 'kingdom', 'judgement']"
38.0,21.0,Have you heard of the litigants who jumped over the wall into his chamber?,"['wall', 'litigants', 'jumped', 'heard', 'chamber']"
38.0,22.0,"When they came before David, he was frightened of them. ""Do not be afraid,"" they said. ""The two of us are disputing the wrong one has done the other. So judge between us with equity, and do not be unjust, and guide us to the right path.","['wrong one', 'right path', 'afraid ,""', 'guide us', 'us', 'us', 'unjust', 'two', 'said', 'judge', 'frightened', 'equity', 'done', 'disputing', 'david', 'came']"
38.0,23.0,"This man here is my brother. He has ninety and nine ewes while I have only one. He demands that I should give him my ewe, and wants to get the better of me in argument.""","['nine ewes', 'argument .""', 'wants', 'one', 'ninety', 'man', 'give', 'get', 'ewe', 'demands', 'brother', 'better']"
38.0,24.0,"(David) said: ""He is unjust in demanding your ewe to add to his (many) ewes. Many partners are surely -- unjust to one another, except those who believe and do the right; but there are only a few of them."" It occurred to David that he was being tried by Us, and he begged his Lord to forgive him, and fell down in homage and repented.","['surely -- unjust', 'one another', 'many partners', 'unjust', 'many', 'us', 'tried', 'said', 'right', 'repented', 'occurred', 'lord', 'homage', 'forgive', 'fell', 'except', 'ewes', 'ewe', 'demanding', 'david', 'david', 'believe', 'begged', 'add', '.""']"
38.0,25.0,So We forgave him. He has surely a high rank with Us and an excellent place of return.,"['high rank', 'excellent place', 'us', 'surely', 'return', 'forgave']"
38.0,26.0,"O David, We have made you trustee on the earth. So judge between men equitably, and do not follow your lust lest it should lead you astray from the way of God. Surely for those who go astray from the way of God, is severe punishment, for having forgotten the Day of Reckoning.","['severe punishment', 'men equitably', 'lust lest', 'go astray', 'astray', 'way', 'way', 'trustee', 'surely', 'reckoning', 'made', 'lead', 'judge', 'god', 'god', 'forgotten', 'follow', 'earth', 'day', 'david']"
38.0,27.0,"We have not created the heavens and the earth and all that lies between them, all for nothing. Only those who deny imagine so. So for the unbelievers there is woe from the fire.","['deny imagine', 'woe', 'unbelievers', 'nothing', 'lies', 'heavens', 'fire', 'earth', 'created']"
38.0,28.0,Should We equate those who do the right with those who spread corruption in the land? Should We make those who are morally integrated equal to those who seek disintegration?,"['morally integrated equal', 'spread corruption', 'seek disintegration', 'right', 'make', 'land', 'equate']"
38.0,29.0,"We have sent down a Book to you which is blessed, so that people may apply their minds to its revelations, and the men of wisdom may reflect.","['wisdom may reflect', 'people may apply', 'sent', 'revelations', 'minds', 'men', 'book', 'blessed']"
38.0,30.0,"We bestowed Solomon on David who was an excellent devotee, for he turned to God in penitence.","['excellent devotee', 'bestowed solomon', 'turned', 'penitence', 'god', 'david']"
38.0,31.0,"When they brought fleet-footed chargers in the evening to show him,","['footed chargers', 'brought fleet', 'show', 'evening']"
38.0,32.0,"He said: ""The love of horses is worthy of desire to me for the remembrance of my Lord;"" and when they were out of sight, (he said):","['lord ;""', 'said ):', 'said', 'worthy', 'sight', 'remembrance', 'love', 'horses', 'desire']"
38.0,33.0,"Bring them back to me, and he began to rub and stroke their shanks and necks.","['stroke', 'shanks', 'rub', 'necks', 'bring', 'began', 'back']"
38.0,34.0,"We surely tried Solomon, and placed another body on his throne. So he turned to God","['surely tried solomon', 'placed another body', 'turned', 'throne', 'god']"
38.0,35.0,"Saying: ""O Lord, forgive me, and give me such a dominion as none will merit after me. You are the great bestower.""","['great bestower .""', 'saying', 'none', 'merit', 'lord', 'give', 'forgive', 'dominion']"
38.0,36.0,So we subjugated the wind to his service which carried his merchandise wheresoever he wished;,"['merchandise wheresoever', 'wished', 'wind', 'subjugated', 'service', 'carried']"
38.0,37.0,"And the devils -- the builders and divers of all kinds,","['devils --', 'kinds', 'divers', 'builders']"
38.0,38.0,And many others bound in bond.,"['many others bound', 'bond']"
38.0,39.0,"This is Our gift, (We said to him), ""so bestow freely or withhold without reckoning.""","['withhold without reckoning .""', 'bestow freely', 'said', 'gift', '),']"
38.0,40.0,He has a high position with Us and an excellent abode.,"['high position', 'excellent abode', 'us']"
38.0,41.0,"Remember Our votary Job because he called to his Lord: ""Satan has afflicted me with disease and distress.""","['votary job', 'distress .""', 'satan', 'remember', 'lord', 'disease', 'called', 'afflicted']"
38.0,42.0,"Go swiftly to the spring, (We said). ""This cold water is for bathing and for drinking.""","['said ).', 'go swiftly', 'drinking .""', 'cold water', 'spring', 'bathing']"
38.0,43.0,"We restored his family to him with others similar to them, as a blessing from Us and a reminder for men of wisdom. --","['others similar', 'wisdom', 'us', 'restored', 'reminder', 'men', 'family', 'blessing', '--']"
38.0,44.0,"Take a handful of herbs, (We said to him), and apply and rub them, and do not make a mistake."" We found him patient in adversity, an excellent devotee, always turning in repentance.","['mistake .""', 'excellent devotee', 'always turning', 'take', 'said', 'rub', 'repentance', 'patient', 'make', 'herbs', 'handful', 'found', 'apply', 'adversity', '),']"
38.0,45.0,"Remember Our votaries Abraham, Isaac and Jacob, men of power and insight.","['votaries abraham', 'remember', 'power', 'men', 'jacob', 'isaac', 'insight']"
38.0,46.0,We distinguished them for the distinct remembrance of the abode (of the Hereafter).,"['hereafter ).', 'distinct remembrance', 'distinguished', 'abode']"
38.0,47.0,"They are the chosen ones, the excellent in Our sight.","['chosen ones', 'sight', 'excellent']"
38.0,48.0,"And remember Ishmael, Elisha and Dhu'l-Kifl. Every one of them is among the best.","['remember ishmael', 'every one', 'l', 'kifl', 'elisha', 'dhu', 'best', 'among']"
38.0,49.0,This is a commemoration. Surely for those who take heed for themselves is an excellent place of return --,"['take heed', 'return --', 'excellent place', 'surely', 'commemoration']"
38.0,50.0,"Gardens of Eden with gates open wide to them,","['gates open wide', 'gardens', 'eden']"
38.0,51.0,"Where they will take their ease, calling for fruits in plenty, and for wine,","['wine', 'take', 'plenty', 'fruits', 'ease', 'calling']"
38.0,52.0,"With companions of modest look, the same in age, by their side.","['modest look', 'side', 'companions', 'age']"
38.0,53.0,This is what is promised you for the Day of Reckoning.,"['reckoning', 'promised', 'day']"
38.0,54.0,This is surely Our provision never-ending.,"['provision never', 'surely', 'ending']"
38.0,55.0,"This (for the virtuous); but for the transgressors the evil destination,","['virtuous );', 'evil destination', 'transgressors']"
38.0,56.0,"Hell, in which they will burn. How vile a resting place!","['resting place', 'vile', 'hell', 'burn']"
38.0,57.0,"There will be boiling water for them and cold, clammy, fetid drink to taste,","['fetid drink', 'boiling water', 'taste', 'cold', 'clammy']"
38.0,58.0,And other similar torments.,['similar torments']
38.0,59.0,Here is a multitude rushing headlong with you. There is no welcome for them. They will roast in the fire.,"['multitude rushing headlong', 'welcome', 'roast', 'fire']"
38.0,60.0,"They will say: ""In fact, it is you who will have no welcome. It is you who brought this upon us. What an evil place of rest!""","['upon us', 'rest !""', 'evil place', 'welcome', 'say', 'fact', 'brought']"
38.0,61.0,"They will say: ""O Lord, give him who has brought this upon us two times more the torment of Hell;""","['upon us two times', 'hell ;""', 'torment', 'say', 'lord', 'give', 'brought']"
38.0,62.0,"And will add: ""O what has happened to us that we do not see the men we counted among the wicked.","['counted among', 'wicked', 'us', 'see', 'men', 'happened', 'add']"
38.0,63.0,"Did we laugh at them (for nothing), or our eyes fail to pick them out?""","['nothing ),', 'eyes fail', 'pick', 'laugh', '?""']"
38.0,64.0,This contending of the inmates of Hell will surely be real.,"['surely', 'real', 'inmates', 'hell', 'contending']"
38.0,65.0,"Say: ""I am only a warner, and there is no other god but God, the one, the omnipotent,","['warner', 'say', 'one', 'omnipotent', 'god', 'god']"
38.0,66.0,"Lord of the heavens and the earth and all that lies between them, all-mighty, all-forgiving.""","['forgiving .""', 'mighty', 'lord', 'lies', 'heavens', 'earth']"
38.0,67.0,"Say: ""This is a momentous message,","['momentous message', 'say']"
38.0,68.0,To which you pay no heed.,"['pay', 'heed']"
38.0,69.0,I had no knowledge of the higher Assembly when they discussed it among themselves.,"['higher assembly', 'knowledge', 'discussed', 'among']"
38.0,70.0,Only this has been revealed to me that I am a distinct warner.,"['distinct warner', 'revealed']"
38.0,71.0,"When your Lord said to the angels: ""I am going to create a man from clay;","['lord said', 'man', 'going', 'create', 'clay', 'angels']"
38.0,72.0,"And when I have made him and have breathed into him of My spirit. Fall down in homage before him.""","['spirit', 'made', 'homage', 'fall', 'breathed', '.""']"
38.0,73.0,"Then the angels bowed before him in a body,","['angels bowed', 'body']"
38.0,74.0,Except Iblis. He was filled with pride and turned an unbeliever.,"['except iblis', 'unbeliever', 'turned', 'pride', 'filled']"
38.0,75.0,"Said (God): ""O Iblis, what hindered you from adoring what I created by My own authority? Are you too proud, or too high and mighty?""","['mighty ?""', 'god ):', 'said', 'proud', 'iblis', 'hindered', 'high', 'created', 'authority', 'adoring']"
38.0,76.0,"He said: ""I am better than he. You created me from fire, and him from clay.""","['clay .""', 'said', 'fire', 'created', 'better']"
38.0,77.0,"(God) said: ""Then go hence, ostracised.","['go hence', 'said', 'ostracised', 'god']"
38.0,78.0,"Upon you will be My damnation till the Day of Doom.""","['doom .""', 'damnation till', 'upon', 'day']"
38.0,79.0,"He said: ""O Lord, give me respite till the day the dead rise from their graves.""","['respite till', 'graves .""', 'dead rise', 'said', 'lord', 'give', 'day']"
38.0,80.0,"(God) said: ""You have the respite","['said', 'respite', 'god']"
38.0,81.0,"Till the appointed day.""","['appointed day .""', 'till']"
38.0,82.0,"He said: ""By Your authority, I will lead them astray,","['said', 'lead', 'authority', 'astray']"
38.0,83.0,"Other than the chosen ones among Your creatures.""","['chosen ones among', 'creatures .""']"
38.0,84.0,"(God) said: ""This is right by Me, and what I say is right.","['say', 'said', 'right', 'right', 'god']"
38.0,85.0,"I will fill up Hell with you together with those who follow you.""","['together', 'hell', 'follow', 'fill', '.""']"
38.0,86.0,"Say: ""I do not ask any compensation of you for it, nor am I a specious pretender.","['specious pretender', 'say', 'compensation', 'ask']"
38.0,87.0,This is only a warning for mankind.,"['warning', 'mankind']"
38.0,88.0,"You will come to know its truth in time.""","['time .""', 'truth', 'know', 'come']"
39.0,1.0,"THE REVELATION OF this Book is from God, the mighty and all-wise.","['wise', 'revelation', 'mighty', 'god', 'book']"
39.0,2.0,We have revealed to you the Scripture with exactitude; so worship God with devotion all exclusive for Him.,"['worship god', 'scripture', 'revealed', 'exclusive', 'exactitude', 'devotion']"
39.0,3.0,"Remember that devotion is exclusively for God. Those who have taken protectors other than Him, say: ""We worship them that they may bring us nearer to God."" Surely God will judge between them in what they are differing about. Verily God does not show the way to an ungrateful liar.","['may bring us nearer', 'ungrateful liar', 'taken protectors', 'verily god', 'surely god', 'god .""', 'god', 'worship', 'way', 'show', 'say', 'remember', 'judge', 'exclusively', 'differing', 'devotion']"
39.0,4.0,"Had God pleased to take a son, He could have chosen whom He liked from among those He has created. Glory be to Him. He is God, the one, the omnipotent.","['god pleased', 'god', 'take', 'son', 'one', 'omnipotent', 'liked', 'glory', 'created', 'could', 'chosen', 'among']"
39.0,5.0,"He has created the heavens and the earth with precision. He folds the day up over the night, and folds the night up over the day. He has subjugated the sun and moon, (so that) each runs its appointed course. Is He not all-mighty and forgiving?","['appointed course', 'sun', 'subjugated', 'runs', 'precision', 'night', 'night', 'moon', 'mighty', 'heavens', 'forgiving', 'folds', 'folds', 'earth', 'day', 'day', 'created']"
39.0,6.0,"He created you from a single cell, then from it created its mate; arid provided eight varieties of cattle for you. He formed you in the mother's womb, formation after formation in three (veils of) darkness. He is God your Lord. His is the kingdom. There is no god other than He. How then can you turn away?","['arid provided eight varieties', 'turn away', 'single cell', 'womb', 'veils', 'three', 'mother', 'mate', 'lord', 'kingdom', 'god', 'god', 'formed', 'formation', 'formation', 'darkness', 'created', 'created', 'cattle']"
39.0,7.0,"If you are ungrateful, then remember! God is independent of you, and He does not favour ingratitude on the part of His creatures. If you are grateful He will be pleased with you. For no one who carries a burden bears another's load; and your returning is to your Lord, when He will tell you what you used to do. Surely He knows what is in the hearts.","['burden bears another', 'favour ingratitude', 'used', 'ungrateful', 'tell', 'surely', 'returning', 'remember', 'pleased', 'part', 'one', 'lord', 'load', 'knows', 'independent', 'hearts', 'grateful', 'god', 'creatures', 'carries']"
39.0,8.0,"When man is afflicted with adversity he turns to his Lord, and prays to Him. But when He bestows His favour on him, he forgets what he prayed for before, and sets up others as compeers of God to mislead (people) from His way. Say: ""Take advantage of your denying for a while: You will be among the inmates of Hell.""","['take advantage', 'hell .""', 'way', 'turns', 'sets', 'say', 'prays', 'prayed', 'people', 'others', 'mislead', 'man', 'lord', 'inmates', 'god', 'forgets', 'favour', 'denying', 'compeers', 'bestows', 'among', 'afflicted', 'adversity']"
39.0,9.0,"Can one who prays in the watches of the night, bowing in homage or standing attentive, fearful of the life to come, and hoping for the mercy of his Lord, (be like one who does not)? Say: ""Can those who know, and those who do not know, be equal? Only they think who are wise.""","['wise .""', 'standing attentive', 'like one', 'one', 'watches', 'think', 'say', 'prays', 'night', 'mercy', 'lord', 'life', 'know', 'know', 'hoping', 'homage', 'fearful', 'equal', 'come', 'bowing', ')?']"
39.0,10.0,"Tell them: ""O my creatures who have come to belief, have fear of displeasing your Lord. There is good for those who do good in this world, and productive is God's earth. Only those who persevere will get their reward measureless.""","['reward measureless .""', 'world', 'tell', 'productive', 'persevere', 'lord', 'good', 'good', 'god', 'get', 'fear', 'earth', 'displeasing', 'creatures', 'come', 'belief']"
39.0,11.0,"Say: ""I am commanded to worship God with obedience all-exclusive for Him;","['worship god', 'say', 'obedience', 'exclusive', 'commanded']"
39.0,12.0,"And I am commanded to be the first of those who submit.""","['submit .""', 'first', 'commanded']"
39.0,13.0,"Say: ""If I disobey my Lord, I fear the punishment of an evil Day.""","['evil day .""', 'say', 'punishment', 'lord', 'fear', 'disobey']"
39.0,14.0,"Say: ""I worship God with devotion all-exclusive for Him.","['worship god', 'say', 'exclusive', 'devotion']"
39.0,15.0,"You may worship what you will apart from Him."" Say: ""Surely the greatest losers will be those who will lose their own selves and their people on the Day of Resurrection."" Remember, this will be an all-too-evident loss.","['may worship', 'greatest losers', 'evident loss', 'resurrection .""', '.""', 'surely', 'selves', 'say', 'remember', 'people', 'lose', 'day', 'apart']"
39.0,16.0,"Above them will be a covering of fire, below them a cloud (of flames). With this does God warn His creatures: ""O My creatures, fear Me.""","['god warn', 'flames ).', 'fire', 'fear', 'creatures', 'creatures', 'covering', 'cloud', '.""']"
39.0,17.0,There are happy tidings for those who keep away from the worship of false gods and turn to God in repentance. Give glad tidings to My creatures.,"['give glad tidings', 'happy tidings', 'keep away', 'false gods', 'worship', 'turn', 'repentance', 'god', 'creatures']"
39.0,18.0,"Those who listen to the Word and then follow the best it contains, are the ones who have been guided by God, and are men of wisdom.","['word', 'wisdom', 'ones', 'men', 'listen', 'guided', 'god', 'follow', 'contains', 'best']"
39.0,19.0,Can he against whom the sentence of punishment has been justified (be rescued)? Can you save him who is in the Fire?,"['rescued )?', 'sentence', 'save', 'punishment', 'justified', 'fire']"
39.0,20.0,"But for those who fear displeasing their Lord there are lofty mansions built above mansions, with rivers rippling past below them: A promise of God; (and) God does not go back on His promise.","['rivers rippling past', 'lofty mansions built', 'go back', 'fear displeasing', 'mansions', 'promise', 'promise', 'lord', 'god', 'god']"
39.0,21.0,"Do you not see that God sends down water from the sky, then makes it flow in rills on the earth, and brings forth corn from it which, having passed through changes of shade and colour, comes to ripen, and you see it autumnal yellow; then He reduces it to chaff. There are indeed lessons in this for those who are wise.","['brings forth corn', 'indeed lessons', 'god sends', 'autumnal yellow', 'wise', 'water', 'sky', 'shade', 'see', 'see', 'ripen', 'rills', 'reduces', 'passed', 'makes', 'flow', 'earth', 'comes', 'colour', 'changes', 'chaff']"
39.0,22.0,Will he whose breast has been opened up to peace (not be) in luminescence from his Lord? Alas for those whose hearts have been hardened to God's remembrance! They wander (astray) in clear error.,"['whose hearts', 'whose breast', 'clear error', 'wander', 'remembrance', 'peace', 'opened', 'luminescence', 'lord', 'hardened', 'god', 'astray', 'alas']"
39.0,23.0,"God has sent down the very best discourse, the Book conformable in its juxtapositions, which makes all of those who fear their Lord, shudder. So their hearts and bodies become receptive to the remembrance of God. This is the guidance of God with which He guides whosoever He will; but whosoever God allows to go astray has none to show him the way.","['bodies become receptive', 'whosoever god allows', 'guides whosoever', 'go astray', 'book conformable', 'best discourse', 'god', 'god', 'god', 'way', 'shudder', 'show', 'sent', 'remembrance', 'none', 'makes', 'lord', 'juxtapositions', 'hearts', 'guidance', 'fear']"
39.0,24.0,"Can he who will have to shield himself against the torment of the Day of Resurrection (be the same as one at peace)? The evil-doers will be told: ""So taste what you earned.""","['peace )?', 'earned .""', 'torment', 'told', 'taste', 'shield', 'resurrection', 'one', 'evil', 'doers', 'day']"
39.0,25.0,"Those before them had denied, then punishment had overtaken them is from a quarter they did not suspect.","['suspect', 'quarter', 'punishment', 'overtaken', 'denied']"
39.0,26.0,"Then God made them taste of disgrace in this life; and the torment of the life to come is greater, if they understand.","['god made', 'understand', 'torment', 'taste', 'life', 'life', 'greater', 'disgrace', 'come']"
39.0,27.0,We have given examples of every kind for men in this Qur'an so that they may contemplate:,"['may contemplate', 'given examples', 'every kind', 'qur', 'men']"
39.0,28.0,"A clear discourse which expounds all things without any obliquity, so that they may take heed for themselves.","['may take heed', 'things without', 'clear discourse', 'obliquity', 'expounds']"
39.0,29.0,"God advances the example of a man who is owned (as slave in common) by a number of men at loggerheads, and another man who is owned by only one. Are these two alike in attribute? God be praised; yet many of them do not know.","['yet many', 'two alike', 'god advances', 'another man', 'man', 'god', 'slave', 'praised', 'owned', 'owned', 'one', 'number', 'men', 'loggerheads', 'know', 'example', 'common', 'attribute']"
39.0,30.0,"Verily you will die, and so will they.","['verily', 'die']"
39.0,31.0,Then on the Day of Resurrection you will dispute before your Lord.,"['resurrection', 'lord', 'dispute', 'day']"
39.0,32.0,"Who does greater wrong than he who tells a lie against God, and denies the truth when it has come to him? Is there no place for unbelievers in Hell?","['greater wrong', 'unbelievers', 'truth', 'tells', 'place', 'lie', 'hell', 'god', 'denies', 'come']"
39.0,33.0,"He who brings the truth and verifies it, -- such are the people who are God-fearing.","['verifies', 'truth', 'people', 'god', 'fearing', 'brings', '--']"
39.0,34.0,"They shall have what they wish from their Lord. This is the recompense for the good,","['wish', 'shall', 'recompense', 'lord', 'good']"
39.0,35.0,That God may absolve them of their sins and reward them for the best that they had done.,"['god may absolve', 'sins', 'reward', 'done', 'best']"
39.0,36.0,Is not God sufficient for His devotee? Still they frighten you with others apart from Him. Whoever God allows to go astray has none to show him the way.,"['whoever god allows', 'god sufficient', 'others apart', 'go astray', 'way', 'still', 'show', 'none', 'frighten', 'devotee']"
39.0,37.0,"And none can lead him astray who has been guided by God. Is not God all-mighty, the lord of retribution?","['retribution', 'none', 'mighty', 'lord', 'lead', 'guided', 'god', 'god', 'astray']"
39.0,38.0,"If you ask them, ""Who created the heavens and the earth?"" they will answer: ""God."" Say: ""Then just think. Can those whom you worship apart from God remove the distress God is pleased to visit upon me, or withhold a blessing God is pleased to favour me with?' Say: ""God is all-sufficient for me. The trusting place their trust in Him.""","['worship apart', 'visit upon', 'trusting place', 'earth ?""', 'god remove', 'distress god', 'blessing god', 'god .""', 'god', '.""', 'withhold', 'trust', 'think', 'sufficient', 'say', 'say', 'pleased', 'pleased', 'heavens', 'favour', 'created', 'ask', 'answer', ""?'""]"
39.0,39.0,"Say: ""O people, act as best you can on your part, I am acting too. You will come to know in time","['time', 'say', 'people', 'part', 'know', 'come', 'best', 'acting', 'act']"
39.0,40.0,"Who suffers the shameful punishment, and on whom falls the everlasting torment.","['shameful punishment', 'everlasting torment', 'suffers', 'falls']"
39.0,41.0,"We have Sent down this Book to you with the truth for all mankind. So, he who comes to guidance does so for himself, and he who goes astray does so for his own loss; on you does not lie their guardianship.","['goes astray', 'truth', 'sent', 'mankind', 'loss', 'lie', 'guidance', 'guardianship', 'comes', 'book']"
39.0,42.0,"God gathers up the souls of those who die, and of those who do not die, in their sleep; then He keeps back those ordained for death, and sends the others back for an appointed term. Surely there are signs in this for those who reflect.","['others back', 'keeps back', 'god gathers', 'appointed term', 'surely', 'souls', 'sleep', 'signs', 'sends', 'reflect', 'ordained', 'die', 'die', 'death']"
39.0,43.0,"Have they appointed intercessors other than God? Say: ""Even though they have no power in the least, nor do they understand?""","['understand ?""', 'even though', 'appointed intercessors', 'say', 'power', 'least', 'god']"
39.0,44.0,"Say: ""God's is the intercession entirely; His is the kingdom of the heavens and the earth; then to Him you will return.""","['return .""', 'intercession entirely', 'say', 'kingdom', 'heavens', 'god', 'earth']"
39.0,45.0,"When God alone is mentioned the hearts of those who do not believe in the life to come, are filled with resentment. But when others are mentioned apart from God, they begin to rejoice.","['mentioned apart', 'god alone', 'mentioned', 'god', 'resentment', 'rejoice', 'others', 'life', 'hearts', 'filled', 'come', 'believe', 'begin']"
39.0,46.0,"Say: ""O God, the originator of the heavens and the earth, the knower of the unknown and the known, You alone will judge between Your creatures for things they differed about.""","['unknown', 'things', 'say', 'originator', 'known', 'knower', 'judge', 'heavens', 'god', 'earth', 'differed', 'creatures', 'alone', '.""']"
39.0,47.0,"Even if the sinners possessed whatever is in the heavens and the earth, and as much more, they would offer it to ransom themselves from the torment of the Day of Resurrection; yet what they did not even imagine would appear to them from God;","['even imagine would appear', 'sinners possessed whatever', 'would offer', 'even', 'yet', 'torment', 'resurrection', 'ransom', 'much', 'heavens', 'god', 'earth', 'day']"
39.0,48.0,And the evil of what they had earned would become visible to them; and what they used to mock would surround them from all sides.,"['earned would become visible', 'mock would surround', 'used', 'sides', 'evil']"
39.0,49.0,"When a man is in trouble, he prays to God; but when We bestow a favour on him he says: ""It has come to me through my acumen."" In fact, this is an illusion, but most men do not know.","['acumen .""', 'trouble', 'says', 'prays', 'men', 'man', 'know', 'illusion', 'god', 'favour', 'fact', 'come', 'bestow']"
39.0,50.0,"Those before them had also said so, and yet nothing of what they did availed them in the least.","['yet nothing', 'also said', 'least', 'availed']"
39.0,51.0,Then the worst of what they had done overtook them. So will the evil deeds of those who are sinners among them recoil back on them. They cannot get the better (of Us).,"['us ).', 'sinners among', 'recoil back', 'evil deeds', 'done overtook', 'cannot get', 'worst', 'better']"
39.0,52.0,Do they not know that God enhances or restricts the provision of any one He will. Surely there are signs in this for people who believe.,"['god enhances', 'surely', 'signs', 'restricts', 'provision', 'people', 'one', 'know', 'believe']"
39.0,53.0,"Say: ""O creatures of God, those of you who have acted against your own interests should not be disheartened of the mercy of God. Surely God forgives all sins. He is all-forgiving and all-merciful.","['surely god forgives', 'god', 'god', 'sins', 'say', 'mercy', 'merciful', 'interests', 'forgiving', 'disheartened', 'creatures', 'acted']"
39.0,54.0,Turn towards your Lord and obey Him before the punishment comes upon you when you will not be helped.,"['punishment comes upon', 'turn towards', 'obey', 'lord', 'helped']"
39.0,55.0,"Follow the best of what has been revealed to you by your Lord before the punishment overtakes you suddenly and you are caught unawares,","['punishment overtakes', 'caught unawares', 'suddenly', 'revealed', 'lord', 'follow', 'best']"
39.0,56.0,"Lest a soul should say: ""Alas, I was heedless of God and only laughed;""","['laughed ;""', 'soul', 'say', 'lest', 'heedless', 'god', 'alas']"
39.0,57.0,"Or say: ""If only God had guided me I would have been a man of fear and piety;""","['piety ;""', 'would', 'say', 'man', 'guided', 'god', 'fear']"
39.0,58.0,"Or say on seeing the punishment: ""If I could only return I would be among the good.""","['good .""', 'would', 'seeing', 'say', 'return', 'punishment', 'could', 'among']"
39.0,59.0,"Why, My revelations had come to you, but you denied them and were filled with pride, and were among the disbelievers.","['revelations', 'pride', 'filled', 'disbelievers', 'denied', 'come', 'among']"
39.0,60.0,"If you see those who had imputed lies to God on the Day of Resurrection, black would be their faces (with disgrace). Is there not a place in Hell for the arrogant?","['imputed lies', 'disgrace ).', 'black would', 'see', 'resurrection', 'place', 'hell', 'god', 'faces', 'day', 'arrogant']"
39.0,61.0,God would rescue those who fear Him (and guide them) to places of safety. Neither will evil touch them nor regret.,"['god would rescue', 'evil touch', 'safety', 'regret', 'places', 'neither', 'guide', 'fear']"
39.0,62.0,"God is the creator of all things, and He is the guarantor of all things.","['things', 'things', 'guarantor', 'god', 'creator']"
39.0,63.0,He has the keys of the heavens and the earth; and those who deny the revelations of God will be losers.,"['revelations', 'losers', 'keys', 'heavens', 'god', 'earth', 'deny']"
39.0,64.0,"Say: ""O you ignorant people, do you bid me to worship someone other than God?","['worship someone', 'ignorant people', 'say', 'god', 'bid']"
39.0,65.0,"Surely you have been commanded, as those before you were: ""If you associate (any one with God), wasted will be all your deeds, arid you will perish.""","['god ), wasted', 'perish .""', 'surely', 'one', 'deeds', 'commanded', 'associate', 'arid']"
39.0,66.0,"So, you should worship only God, arid be among the grateful.","['worship', 'grateful', 'god', 'arid', 'among']"
39.0,67.0,"They do not esteem God as is rightly due to Him. The whole earth would be a fistful of His on the Day of Resurrection, and the heavens would be rolled up in His right hand. Too immaculate is He and too high for what they associate with Him!","['whole earth would', 'heavens would', 'rightly due', 'right hand', 'esteem god', 'rolled', 'resurrection', 'immaculate', 'high', 'fistful', 'day', 'associate']"
39.0,68.0,"When the trumpet blast is sounded whoever is in the heavens and the earth will swoon away, except those God please. When the blast is sounded the second time, they will stand up all expectant.","['swoon away', 'second time', 'god please', 'trumpet blast', 'sounded whoever', 'sounded', 'blast', 'stand', 'heavens', 'expectant', 'except', 'earth']"
39.0,69.0,"The earth will light up with the effulgence of her Lord; and the ledger (of account) will be placed (in each man's hand), and the apostles and the witnesses will be called, and judgement passed between them equitably, and no wrong will be done to them.","['judgement passed', 'hand ),', 'wrong', 'witnesses', 'placed', 'man', 'lord', 'light', 'ledger', 'equitably', 'effulgence', 'earth', 'done', 'called', 'apostles', 'account']"
39.0,70.0,Each soul will be paid in full for what it had done. He is cognisant of what you do.,"['soul', 'paid', 'full', 'done', 'cognisant']"
39.0,71.0,"The unbelievers will be driven into Hell in groups till, when they reach it and its doors are opened up, its keepers will say to them: ""Did not apostles of your own come to you reciting your Lord's revelations, warning you of this your day of Doom?"" They will answer: ""Yes;"" but the sentence of punishment was justified against the unbelievers.","['yes ;""', 'groups till', 'doom ?""', 'warning', 'unbelievers', 'unbelievers', 'sentence', 'say', 'revelations', 'reciting', 'reach', 'punishment', 'opened', 'lord', 'keepers', 'justified', 'hell', 'driven', 'doors', 'day', 'come', 'apostles', 'answer']"
39.0,72.0,"Enter the gates of Hell, they will be told, ""and there abide for ever."" How grievous a destination for the haughty!","['ever .""', 'told', 'hell', 'haughty', 'grievous', 'gates', 'enter', 'destination', 'abide']"
