Surah Name,Verse Translation,Number Chapter and Verse,Cleaned Text,Stemmed Text,Lemmatized Text
Surah Ghafir or Al-Mu'min,“And O my people! How is it that I call you to salvation while you call me to the Fire!,40:41,people call salvation call fire,peopl call salvat call fire,people call salvation call fire
Surah Ghafir or Al-Mu'min,"“You invite me to disbelieve in Allah (and in His Oneness), and to join partners in worship with Him; of which I have no knowledge, and I invite you to the All-Mighty, the Oft-Forgiving!",40:42,invite disbelieve allah oneness join partners worship knowledge invite allmighty oftforgiving,invit disbeliev allah one join partner worship knowledg invit allmighti oftforgiv,invite disbelieve allah oneness join partner worship knowledge invite allmighty oftforgiving
Surah Ghafir or Al-Mu'min,"“No doubt you call me to (worship) one who cannot grant (me) my request (or respond to my invocation) in this world or in the Hereafter. And our return will be to Allah, and Al–Musrifun (i.e. polytheists and arrogants, those who commit great sins, the transgressors of Allah’s set limits)! They shall be the dwellers of the Fire!",40:43,doubt call worship one grant request respond invocation world hereafter return allah almusrifun ie polytheists arrogants commit great sins transgressors allahs set limits shall dwellers fire,doubt call worship one grant request respond invoc world hereaft return allah almusrifun ie polytheist arrog commit great sin transgressor allah set limit shall dweller fire,doubt call worship one grant request respond invocation world hereafter return allah almusrifun ie polytheist arrogants commit great sin transgressor allah set limit shall dweller fire
Surah Ghafir or Al-Mu'min,"“And you will remember what I am telling you, and my affair I leave it to Allah. Verily, Allah is the All-Seer of (His) slaves.”",40:44,remember telling affair leave allah verily allah allseer slaves,rememb tell affair leav allah verili allah allseer slave,remember telling affair leave allah verily allah allseer slave
Surah Ghafir or Al-Mu'min,"So Allah saved him from the evils that they plotted (against him), while an evil torment encompassed Fir’aun’s (Pharaoh) people.",40:45,allah saved evils plotted evil torment encompassed firauns pharaoh people,allah save evil plot evil torment encompass firaun pharaoh peopl,allah saved evil plotted evil torment encompassed firauns pharaoh people
Surah Ghafir or Al-Mu'min,"The Fire; they are exposed to it, morning and afternoon, and on the Day when the Hour will be established (it will be said to the angels): “Cause Fir’aun’s (Pharaoh) people to enter the severest torment!”",40:46,fire exposed morning afternoon day hour established said angels cause firauns pharaoh people enter severest torment,fire expos morn afternoon day hour establish said angel caus firaun pharaoh peopl enter severest torment,fire exposed morning afternoon day hour established said angel cause firauns pharaoh people enter severest torment
Surah Ghafir or Al-Mu'min,"And, when they will dispute in the Fire, the weak will say to those who were arrogant; “Verily! We followed you, can you then take from us some portion of the Fire?”",40:47,dispute fire weak say arrogant verily followed take us portion fire,disput fire weak say arrog verili follow take us portion fire,dispute fire weak say arrogant verily followed take u portion fire
Surah Ghafir or Al-Mu'min,Those who were arrogant will say: “We are all (together) in this (Fire)! Verily Allah has judged between (His) slaves!”,40:48,arrogant say together fire verily allah judged slaves,arrog say togeth fire verili allah judg slave,arrogant say together fire verily allah judged slave
Surah Ghafir or Al-Mu'min,And those in the Fire will say to the keepers (angels) of Hell: “Call upon your Lord to lighten for us the torment for a day!”,40:49,fire say keepers angels hell call upon lord lighten us torment day,fire say keeper angel hell call upon lord lighten us torment day,fire say keeper angel hell call upon lord lighten u torment day
Surah Ghafir or Al-Mu'min,"They will say: “Did there not come to you, your Messengers with (clear) evidences and signs? They will say: “Yes.” They will reply: “Then call (as you like)! And the invocation of the disbelievers is nothing but in error!”",40:50,say come messengers clear evidences signs say yes reply call like invocation disbelievers nothing error,say come messeng clear evid sign say ye repli call like invoc disbeliev noth error,say come messenger clear evidence sign say yes reply call like invocation disbeliever nothing error
Surah Ghafir or Al-Mu'min,"Verily, We will indeed make victorious Our Messengers and those who believe (in the Oneness of Allah Islamic Monotheism) in this world’s life and on the Day when the witnesses will stand forth, (i.e. Day of Resurrection),",40:51,verily indeed make victorious messengers believe oneness allah islamic monotheism worlds life day witnesses stand forth ie day resurrection,verili inde make victori messeng believ one allah islam monoth world life day wit stand forth ie day resurrect,verily indeed make victorious messenger believe oneness allah islamic monotheism world life day witness stand forth ie day resurrection
Surah Ghafir or Al-Mu'min,"The Day when their excuses will be of no profit to Zalimun (polytheists, wrong-doers and disbelievers in the Oneness of Allah). Theirs will be the curse, and theirs will be the evil abode (i.e. painful torment in Hell-fire).",40:52,day excuses profit zalimun polytheists wrongdoers disbelievers oneness allah curse evil abode ie painful torment hellfire,day excus profit zalimun polytheist wrongdoer disbeliev one allah curs evil abod ie pain torment hellfir,day excuse profit zalimun polytheist wrongdoer disbeliever oneness allah curse evil abode ie painful torment hellfire
Surah Ghafir or Al-Mu'min,"And, indeed We gave Musa (Moses) the guidance, and We caused the Children of Israel to inherit the Scripture [i.e. the Taurat (Torah)],",40:53,indeed gave musa moses guidance caused children israel inherit scripture ie taurat torah,inde gave musa mose guidanc caus children israel inherit scriptur ie taurat torah,indeed gave musa moses guidance caused child israel inherit scripture ie taurat torah
Surah Ghafir or Al-Mu'min,A guide and a reminder for men of understanding.,40:54,guide reminder men understanding,guid remind men understand,guide reminder men understanding
Surah Ghafir or Al-Mu'min,"So be patient (O Muhammad ). Verily, the Promise of Allah is true, and ask forgiveness for your fault, and glorify the praises of your Lord in the Ashi (i.e. the time period after the midnoon till sunset) and in the Ibkar (i.e. the time period from early morning or sunrise till before midnoon) [it is said that, that means the five compulsory congregational Salat (prayers) or the ‘Asr and Fajr prayers].",40:55,patient muhammad verily promise allah true ask forgiveness fault glorify praises lord ashi ie time period midnoon till sunset ibkar ie time period early morning sunrise till midnoon said means five compulsory congregational salat prayers asr fajr prayers,patient muhammad verili promis allah true ask forgiv fault glorifi prais lord ashi ie time period midnoon till sunset ibkar ie time period earli morn sunris till midnoon said mean five compulsori congreg salat prayer asr fajr prayer,patient muhammad verily promise allah true ask forgiveness fault glorify praise lord ashi ie time period midnoon till sunset ibkar ie time period early morning sunrise till midnoon said mean five compulsory congregational salat prayer asr fajr prayer
Surah Ghafir or Al-Mu'min,"Verily, those who dispute about the Ayat (proofs, evidences, verses, lessons, signs, revelations, etc.) of Allah, without any authority having come to them, there is nothing else in their breasts except pride [to accept you (Muhammad ) as a Messenger of Allah and to obey you]. They will never have it (i.e. Prophethood which Allah has bestowed upon you). So seek refuge in Allah (O Muhammad  from the arrogants). Verily, it is He Who is the All-Hearer, the All-Seer.",40:56,verily dispute ayat proofs evidences verses lessons signs revelations etc allah without authority come nothing else breasts except pride accept muhammad messenger allah obey never ie prophethood allah bestowed upon seek refuge allah muhammad arrogants verily allhearer allseer,verili disput ayat proof evid vers lesson sign revel etc allah without author come noth els breast except pride accept muhammad messeng allah obey never ie prophethood allah bestow upon seek refug allah muhammad arrog verili allhear allseer,verily dispute ayat proof evidence verse lesson sign revelation etc allah without authority come nothing else breast except pride accept muhammad messenger allah obey never ie prophethood allah bestowed upon seek refuge allah muhammad arrogants verily allhearer allseer
Surah Ghafir or Al-Mu'min,"The creation of the heavens and the earth is indeed greater than the creation of mankind, yet most of mankind know not.",40:57,creation heavens earth indeed greater creation mankind yet mankind know,creation heaven earth inde greater creation mankind yet mankind know,creation heaven earth indeed greater creation mankind yet mankind know
Surah Ghafir or Al-Mu'min,"And not equal are the blind and those who see, nor are (equal) those who believe (in the Oneness of Allah Islamic Monotheism), and do righteous good deeds, and those who do evil. Little do you remember!",40:58,equal blind see equal believe oneness allah islamic monotheism righteous good deeds evil little remember,equal blind see equal believ one allah islam monoth righteou good deed evil littl rememb,equal blind see equal believe oneness allah islamic monotheism righteous good deed evil little remember
Surah Ghafir or Al-Mu'min,"Verily, the Hour (Day of Judgement) is surely coming, therein is no doubt, yet most men believe not.",40:59,verily hour day judgement surely coming therein doubt yet men believe,verili hour day judgement sure come therein doubt yet men believ,verily hour day judgement surely coming therein doubt yet men believe
Surah Ghafir or Al-Mu'min,"And your Lord said: “Invoke Me, [i.e. believe in My Oneness (Islamic Monotheism)] (and ask Me for anything) I will respond to your (invocation). Verily! Those who scorn My worship [i.e. do not invoke Me, and do not believe in My Oneness, (Islamic Monotheism)] they will surely enter Hell in humiliation!”",40:60,lord said invoke ie believe oneness islamic monotheism ask anything respond invocation verily scorn worship ie invoke believe oneness islamic monotheism surely enter hell humiliation,lord said invok ie believ one islam monoth ask anyth respond invoc verili scorn worship ie invok believ one islam monoth sure enter hell humili,lord said invoke ie believe oneness islamic monotheism ask anything respond invocation verily scorn worship ie invoke believe oneness islamic monotheism surely enter hell humiliation
Surah Ghafir or Al-Mu'min,"Allah, it is He Who has made the night for you that you may rest therein and the day for you to see. Truly, Allah is full of Bounty to mankind, yet most of mankind give no thanks.",40:61,allah made night may rest therein day see truly allah full bounty mankind yet mankind give thanks,allah made night may rest therein day see truli allah full bounti mankind yet mankind give thank,allah made night may rest therein day see truly allah full bounty mankind yet mankind give thanks
Surah Ghafir or Al-Mu'min,"That is Allah, your Lord, the Creator of all things, La ilaha illa Huwa (none has the right to be worshipped but He), where then you are turning away (from Allah, by worshipping others instead of Him)!",40:62,allah lord creator things la ilaha illa huwa none right worshipped turning away allah worshipping others instead,allah lord creator thing la ilaha illa huwa none right worship turn away allah worship other instead,allah lord creator thing la ilaha illa huwa none right worshipped turning away allah worshipping others instead
Surah Ghafir or Al-Mu'min,"Thus were turned away those who used to deny the Ayat (proofs, evidences, verses, lessons, signs, revelations, etc.) of Allah.",40:63,thus turned away used deny ayat proofs evidences verses lessons signs revelations etc allah,thu turn away use deni ayat proof evid vers lesson sign revel etc allah,thus turned away used deny ayat proof evidence verse lesson sign revelation etc allah
Surah Ghafir or Al-Mu'min,"Allah, it is He Who has made for you the earth as a dwelling place and the sky as a canopy, and has given you shape and made your shapes good (looking) and has provided you with good things. That is Allah, your Lord, then blessed be Allah, the Lord of the ‘Alamin (mankind, jinns and all that exists).",40:64,allah made earth dwelling place sky canopy given shape made shapes good looking provided good things allah lord blessed allah lord alamin mankind jinns exists,allah made earth dwell place sky canopi given shape made shape good look provid good thing allah lord bless allah lord alamin mankind jinn exist,allah made earth dwelling place sky canopy given shape made shape good looking provided good thing allah lord blessed allah lord alamin mankind jinns exists
Surah Ghafir or Al-Mu'min,"He is the Ever Living, La ilaha illa Huwa (none has the right to be worshipped but He), so invoke Him making your worship pure for Him Alone (by worshipping Him Alone, and none else, and by doing righteous deeds sincerely for Allah’s sake only, and not to show off, and not to set up rivals with Him in worship). All the praises and thanks be to Allah, the Lord of the ‘Alamin (mankind, jinns and all that exists).",40:65,ever living la ilaha illa huwa none right worshipped invoke making worship pure alone worshipping alone none else righteous deeds sincerely allahs sake show set rivals worship praises thanks allah lord alamin mankind jinns exists,ever live la ilaha illa huwa none right worship invok make worship pure alon worship alon none els righteou deed sincer allah sake show set rival worship prais thank allah lord alamin mankind jinn exist,ever living la ilaha illa huwa none right worshipped invoke making worship pure alone worshipping alone none else righteous deed sincerely allah sake show set rival worship praise thanks allah lord alamin mankind jinns exists
Surah Ghafir or Al-Mu'min,"Say (O Muhammad ): “I have been forbidden to worship those whom you worship besides Allah, since there have come to me evidences from my Lord, and I am commanded to submit (in Islam) to the Lord of the ‘Alamin (mankind, jinns and all that exists).",40:66,say muhammad forbidden worship worship besides allah since come evidences lord commanded submit islam lord alamin mankind jinns exists,say muhammad forbidden worship worship besid allah sinc come evid lord command submit islam lord alamin mankind jinn exist,say muhammad forbidden worship worship besides allah since come evidence lord commanded submit islam lord alamin mankind jinns exists
Surah Ghafir or Al-Mu'min,"He, it is Who has created you (Adam) from dust, then from a Nutfah [mixed semen drops of male and female discharge (i.e. Adam’s offspring)] then from a clot (a piece of coagulated blood), then brings you forth as children, then (makes you grow) to reach the age of full strength, and afterwards to be old (men and women), though some among you die before, and that you reach an appointed term, in order that you may understand.",40:67,created adam dust nutfah mixed semen drops male female discharge ie adams offspring clot piece coagulated blood brings forth children makes grow reach age full strength afterwards old men women though among die reach appointed term order may understand,creat adam dust nutfah mix semen drop male femal discharg ie adam offspr clot piec coagul blood bring forth children make grow reach age full strength afterward old men women though among die reach appoint term order may understand,created adam dust nutfah mixed semen drop male female discharge ie adam offspring clot piece coagulated blood brings forth child make grow reach age full strength afterwards old men woman though among die reach appointed term order may understand
Surah Ghafir or Al-Mu'min,He it is Who gives life and causes death. And when He decides upon a thing He says to it only: “Be!” and it is.,40:68,gives life causes death decides upon thing says,give life caus death decid upon thing say,give life cause death decides upon thing say
Surah Ghafir or Al-Mu'min,"See you not those who dispute about the Ayat (proofs, evidences, verses, lessons, signs, revelations, etc.) of Allah? How are they turning away (from the truth, i.e. Islamic Monotheism to the falsehood of polytheism)?",40:69,see dispute ayat proofs evidences verses lessons signs revelations etc allah turning away truth ie islamic monotheism falsehood polytheism,see disput ayat proof evid vers lesson sign revel etc allah turn away truth ie islam monoth falsehood polyth,see dispute ayat proof evidence verse lesson sign revelation etc allah turning away truth ie islamic monotheism falsehood polytheism
Surah Ghafir or Al-Mu'min,"Those who deny the Book (this Qur’an), and that with which We sent Our Messengers (i.e. to worship none but Allah Alone sincerely, and to reject all false deities and to confess resurrection after the death for recompense) they will come to know (when they will be cast into the Fire of Hell).",40:70,deny book quran sent messengers ie worship none allah alone sincerely reject false deities confess resurrection death recompense come know cast fire hell,deni book quran sent messeng ie worship none allah alon sincer reject fals deiti confess resurrect death recompens come know cast fire hell,deny book quran sent messenger ie worship none allah alone sincerely reject false deity confess resurrection death recompense come know cast fire hell
Surah Ghafir or Al-Mu'min,"When iron collars will be rounded over their necks, and the chains, they shall be dragged along.",40:71,iron collars rounded necks chains shall dragged along,iron collar round neck chain shall drag along,iron collar rounded neck chain shall dragged along
Surah Ghafir or Al-Mu'min,"In the boiling water, then they will be burned in the Fire.",40:72,boiling water burned fire,boil water burn fire,boiling water burned fire
Surah Ghafir or Al-Mu'min,Then it will be said to them: “Where are (all) those whom you used to join in worship as partners,40:73,said used join worship partners,said use join worship partner,said used join worship partner
Surah Ghafir or Al-Mu'min,"“Besides Allah” They will say: “They have vanished from us: Nay, we did not invoke (worship) anything before.” Thus Allah leads astray the disbelievers.",40:74,besides allah say vanished us nay invoke worship anything thus allah leads astray disbelievers,besid allah say vanish us nay invok worship anyth thu allah lead astray disbeliev,besides allah say vanished u nay invoke worship anything thus allah lead astray disbeliever
Surah Ghafir or Al-Mu'min,"That was because you had been exulting in the earth without any right (by worshipping others instead of Allah and by committing crimes), and that you used to rejoice extremely (in your error).",40:75,exulting earth without right worshipping others instead allah committing crimes used rejoice extremely error,exult earth without right worship other instead allah commit crime use rejoic extrem error,exulting earth without right worshipping others instead allah committing crime used rejoice extremely error
Surah Ghafir or Al-Mu'min,"Enter the gates of Hell to abide therein, and (indeed) what an evil abode of the arrogant!",40:76,enter gates hell abide therein indeed evil abode arrogant,enter gate hell abid therein inde evil abod arrog,enter gate hell abide therein indeed evil abode arrogant
Surah Ghafir or Al-Mu'min,"So be patient (O Muhammad ), verily, the Promise of Allah is true, and whether We show you (O Muhammad  in this world) some part of what We have promised them, or We cause you to die, then it is to Us they all shall be returned.",40:77,patient muhammad verily promise allah true whether show muhammad world part promised cause die us shall returned,patient muhammad verili promis allah true whether show muhammad world part promis caus die us shall return,patient muhammad verily promise allah true whether show muhammad world part promised cause die u shall returned
Surah Ghafir or Al-Mu'min,"And, indeed We have sent Messengers before you (O Muhammad ); of some of them We have related to you their story and of some We have not related to you their story, and it was not given to any Messenger that he should bring a sign except by the Leave of Allah. So, when comes the Commandment of Allah, the matter will be decided with truth, and the followers of falsehood will then be lost.",40:78,indeed sent messengers muhammad related story related story given messenger bring sign except leave allah comes commandment allah matter decided truth followers falsehood lost,inde sent messeng muhammad relat stori relat stori given messeng bring sign except leav allah come command allah matter decid truth follow falsehood lost,indeed sent messenger muhammad related story related story given messenger bring sign except leave allah come commandment allah matter decided truth follower falsehood lost
Surah Ghafir or Al-Mu'min,"Allah, it is He Who has made cattle for you, that you may ride on some of them and of some you eat.",40:79,allah made cattle may ride eat,allah made cattl may ride eat,allah made cattle may ride eat
Surah Ghafir or Al-Mu'min,"And you have (many other) benefits from them, and that you may reach by their means a desire that is in your breasts (i.e. carry your goods, loads, etc.), and on them and on ships you are carried.",40:80,many benefits may reach means desire breasts ie carry goods loads etc ships carried,mani benefit may reach mean desir breast ie carri good load etc ship carri,many benefit may reach mean desire breast ie carry good load etc ship carried
Surah Ghafir or Al-Mu'min,"And He shows you His Signs and Proofs (of His Oneness in all the above mentioned things). Which, then of the Signs and Proofs of Allah do you deny?",40:81,shows signs proofs oneness mentioned things signs proofs allah deny,show sign proof one mention thing sign proof allah deni,show sign proof oneness mentioned thing sign proof allah deny
Surah Ghafir or Al-Mu'min,"Have they not travelled through the earth and seen what was the end of those before them? They were more numerous than them and mightier in strength, and in the traces (they have left behind them) in the land, yet all that they used to earn availed them not.",40:82,travelled earth seen end numerous mightier strength traces left behind land yet used earn availed,travel earth seen end numer mightier strength trace left behind land yet use earn avail,travelled earth seen end numerous mightier strength trace left behind land yet used earn availed
Surah Ghafir or Al-Mu'min,"Then when their Messengers came to them with clear proofs, they were glad (and proud) with that which they had of the knowledge (of worldly things): And that at which they used to mock, surrounded them (i.e. the punishment).",40:83,messengers came clear proofs glad proud knowledge worldly things used mock surrounded ie punishment,messeng came clear proof glad proud knowledg worldli thing use mock surround ie punish,messenger came clear proof glad proud knowledge worldly thing used mock surrounded ie punishment
Surah Ghafir or Al-Mu'min,"So when they saw Our punishment, they said: “We believe in Allah Alone and reject (all) that we used to associate with Him as (His) partners.",40:84,saw punishment said believe allah alone reject used associate partners,saw punish said believ allah alon reject use associ partner,saw punishment said believe allah alone reject used associate partner
Surah Ghafir or Al-Mu'min,Then their Faith (in Islamic Monotheism) could not avail them when they saw Our punishment. (Like) this has been the way of Allah in dealing with His slaves. And there the disbelievers lost utterly (when Our Torment covered them).,40:85,faith islamic monotheism could avail saw punishment like way allah dealing slaves disbelievers lost utterly torment covered,faith islam monoth could avail saw punish like way allah deal slave disbeliev lost utterli torment cover,faith islamic monotheism could avail saw punishment like way allah dealing slave disbeliever lost utterly torment covered
Surah Fussilat,"Ha-Mim. [These letters are one of the miracles of the Qur’an, and none but Allah (Alone) knows their meanings]",41:1,hamim letters one miracles quran none allah alone knows meanings,hamim letter one miracl quran none allah alon know mean,hamim letter one miracle quran none allah alone know meaning
Surah Fussilat,"A revelation from Allah, the Most Beneficent, the Most Merciful.",41:2,revelation allah beneficent merciful,revel allah benefic merci,revelation allah beneficent merciful
Surah Fussilat,A Book whereof the Verses are explained in detail; A Qur’an in Arabic for people who know.,41:3,book whereof verses explained detail quran arabic people know,book whereof vers explain detail quran arab peopl know,book whereof verse explained detail quran arabic people know
Surah Fussilat,"Giving glad tidings [of Paradise to the one who believes in the Oneness of Allah (i.e. Islamic Monotheism) and fears Allah much (abstains from all kinds of sins and evil deeds) and loves Allah much (performing all kinds of good deeds which He has ordained)], and warning (of punishment in the Hell Fire to the one who disbelieves in the Oneness of Allah), but most of them turn away, so they listen not.",41:4,giving glad tidings paradise one believes oneness allah ie islamic monotheism fears allah much abstains kinds sins evil deeds loves allah much performing kinds good deeds ordained warning punishment hell fire one disbelieves oneness allah turn away listen,give glad tide paradis one believ one allah ie islam monoth fear allah much abstain kind sin evil deed love allah much perform kind good deed ordain warn punish hell fire one disbeliev one allah turn away listen,giving glad tidings paradise one belief oneness allah ie islamic monotheism fear allah much abstains kind sin evil deed love allah much performing kind good deed ordained warning punishment hell fire one disbelief oneness allah turn away listen
Surah Fussilat,"And they say: “Our hearts are under coverings (screened) from that to which you invite us, and in our ears is deafness, and between us and you is a screen, so work you (on your way); verily, we are working (on our way).”",41:5,say hearts coverings screened invite us ears deafness us screen work way verily working way,say heart cover screen invit us ear deaf us screen work way verili work way,say heart covering screened invite u ear deafness u screen work way verily working way
Surah Fussilat,"Say (O Muhammad ): “I am only a human being like you. It is inspired in me that your Ilah (God) is One Ilah (God – Allah), therefore take Straight Path to Him (with true Faith Islamic Monotheism) and obedience to Him, and seek forgiveness of Him. And woe to Al–Mushrikun (the disbelievers in the Oneness of Allah, polytheists, idolaters, etc. – see V.2:105).",41:6,say muhammad human like inspired ilah god one ilah god allah therefore take straight path true faith islamic monotheism obedience seek forgiveness woe almushrikun disbelievers oneness allah polytheists idolaters etc see v,say muhammad human like inspir ilah god one ilah god allah therefor take straight path true faith islam monoth obedi seek forgiv woe almushrikun disbeliev one allah polytheist idolat etc see v,say muhammad human like inspired ilah god one ilah god allah therefore take straight path true faith islamic monotheism obedience seek forgiveness woe almushrikun disbeliever oneness allah polytheist idolater etc see v
Surah Fussilat,Those who give not the Zakat and they are disbelievers in the Hereafter.,41:7,give zakat disbelievers hereafter,give zakat disbeliev hereaft,give zakat disbeliever hereafter
Surah Fussilat,"Truly, those who believe (in the Oneness of Allah Islamic Monotheism, and in His Messenger Muhammad ) and do righteous good deeds, for them will be an endless reward that will never stop (i.e. Paradise).",41:8,truly believe oneness allah islamic monotheism messenger muhammad righteous good deeds endless reward never stop ie paradise,truli believ one allah islam monoth messeng muhammad righteou good deed endless reward never stop ie paradis,truly believe oneness allah islamic monotheism messenger muhammad righteous good deed endless reward never stop ie paradise
Surah Fussilat,"Say (O Muhammad ): “Do you verily disbelieve in Him Who created the earth in two Days and you set up rivals (in worship) with Him? That is the Lord of the ‘Alamin (mankind, jinns and all that exists).",41:9,say muhammad verily disbelieve created earth two days set rivals worship lord alamin mankind jinns exists,say muhammad verili disbeliev creat earth two day set rival worship lord alamin mankind jinn exist,say muhammad verily disbelieve created earth two day set rival worship lord alamin mankind jinns exists
Surah Fussilat,"He placed therein (i.e. the earth) firm mountains from above it, and He blessed it, and measured therein its sustenance (for its dwellers) in four Days equal (i.e. all these four ‘days’ were equal in the length of time), for all those who ask (about its creation).",41:10,placed therein ie earth firm mountains blessed measured therein sustenance dwellers four days equal ie four days equal length time ask creation,place therein ie earth firm mountain bless measur therein susten dweller four day equal ie four day equal length time ask creation,placed therein ie earth firm mountain blessed measured therein sustenance dweller four day equal ie four day equal length time ask creation
Surah Fussilat,"Then He Istawa (rose over) towards the heaven when it was smoke, and said to it and to the earth: “Come both of you willingly or unwillingly.” They both said: “We come, willingly.”",41:11,istawa rose towards heaven smoke said earth come willingly unwillingly said come willingly,istawa rose toward heaven smoke said earth come willingli unwillingli said come willingli,istawa rose towards heaven smoke said earth come willingly unwillingly said come willingly
Surah Fussilat,"Then He completed and finished from their creation (as) seven heavens in two Days and He made in each heaven its affair. And We adorned the nearest (lowest) heaven with lamps (stars) to be an adornment as well as to guard (from the devils by using them as missiles against the devils). Such is the Decree of Him the All-Mighty, the All-Knower.",41:12,completed finished creation seven heavens two days made heaven affair adorned nearest lowest heaven lamps stars adornment well guard devils using missiles devils decree allmighty allknower,complet finish creation seven heaven two day made heaven affair adorn nearest lowest heaven lamp star adorn well guard devil use missil devil decre allmighti allknow,completed finished creation seven heaven two day made heaven affair adorned nearest lowest heaven lamp star adornment well guard devil using missile devil decree allmighty allknower
Surah Fussilat,"But if they turn away, then say (O Muhammad ): “I have warned you of a Sa’iqah (a destructive awful cry, torment, hit, a thunderbolt) like the Sa’iqah which overtook ‘Ad and Thamud (people).”",41:13,turn away say muhammad warned saiqah destructive awful cry torment hit thunderbolt like saiqah overtook ad thamud people,turn away say muhammad warn saiqah destruct aw cri torment hit thunderbolt like saiqah overtook ad thamud peopl,turn away say muhammad warned saiqah destructive awful cry torment hit thunderbolt like saiqah overtook ad thamud people
Surah Fussilat,"When the Messengers came to them, from before them and behind them (saying): “Worship none but Allah” They said: “If our Lord had so willed, He would surely have sent down the angels. So indeed! We disbelieve in that with which you have been sent.”",41:14,messengers came behind saying worship none allah said lord willed would surely sent angels indeed disbelieve sent,messeng came behind say worship none allah said lord will would sure sent angel inde disbeliev sent,messenger came behind saying worship none allah said lord willed would surely sent angel indeed disbelieve sent
Surah Fussilat,"As for ‘Ad, they were arrogant in the land without right, and they said: “Who is mightier than us in strength?” See they not that Allah, Who created them was mightier in strength than them. And they used to deny Our Ayat (proofs, evidences, verses, lessons, revelations, etc.)!",41:15,ad arrogant land without right said mightier us strength see allah created mightier strength used deny ayat proofs evidences verses lessons revelations etc,ad arrog land without right said mightier us strength see allah creat mightier strength use deni ayat proof evid vers lesson revel etc,ad arrogant land without right said mightier u strength see allah created mightier strength used deny ayat proof evidence verse lesson revelation etc
Surah Fussilat,"So We sent upon them furious wind in days of evil omen (for them) that We might give them a taste of disgracing torment in this present worldly life, but surely the torment of the Hereafter will be more disgracing, and they will never be helped.",41:16,sent upon furious wind days evil omen might give taste disgracing torment present worldly life surely torment hereafter disgracing never helped,sent upon furiou wind day evil omen might give tast disgrac torment present worldli life sure torment hereaft disgrac never help,sent upon furious wind day evil omen might give taste disgracing torment present worldly life surely torment hereafter disgracing never helped
Surah Fussilat,"And as for Thamud, We showed and made clear to them the Path of Truth (Islamic Monotheism) through Our Messenger, (i.e. showed them the way of success), but they preferred blindness to guidance, so the Sa’iqah (a destructive awful cry, torment, hit, a thunderbolt) of disgracing torment seized them, because of what they used to earn.",41:17,thamud showed made clear path truth islamic monotheism messenger ie showed way success preferred blindness guidance saiqah destructive awful cry torment hit thunderbolt disgracing torment seized used earn,thamud show made clear path truth islam monoth messeng ie show way success prefer blind guidanc saiqah destruct aw cri torment hit thunderbolt disgrac torment seiz use earn,thamud showed made clear path truth islamic monotheism messenger ie showed way success preferred blindness guidance saiqah destructive awful cry torment hit thunderbolt disgracing torment seized used earn
Surah Fussilat,"And We saved those who believed and used to fear Allah, keep their duty to Him and avoid evil.",41:18,saved believed used fear allah keep duty avoid evil,save believ use fear allah keep duti avoid evil,saved believed used fear allah keep duty avoid evil
Surah Fussilat,"And (remember) the Day that the enemies of Allah will be gathered to the Fire, so they will be collected there (the first and the last).",41:19,remember day enemies allah gathered fire collected first last,rememb day enemi allah gather fire collect first last,remember day enemy allah gathered fire collected first last
Surah Fussilat,"Till, when they reach it (Hell-fire), their hearing (ears) and their eyes, and their skins will testify against them as to what they used to do.",41:20,till reach hellfire hearing ears eyes skins testify used,till reach hellfir hear ear eye skin testifi use,till reach hellfire hearing ear eye skin testify used
Surah Fussilat,"And they will say to their skins, “Why do you testify against us?” They will say: “Allah has caused us to speak, as He causes all things to speak, and He created you the first time, and to Him you are made to return.”",41:21,say skins testify us say allah caused us speak causes things speak created first time made return,say skin testifi us say allah caus us speak caus thing speak creat first time made return,say skin testify u say allah caused u speak cause thing speak created first time made return
Surah Fussilat,"And you have not been hiding against yourselves, lest your ears, and your eyes, and your skins testify against you, but you thought that Allah knew not much of what you were doing.",41:22,hiding lest ears eyes skins testify thought allah knew much,hide lest ear eye skin testifi thought allah knew much,hiding lest ear eye skin testify thought allah knew much
Surah Fussilat,"And that thought of yours which you thought about your Lord, has brought you to destruction, and you have become (this Day) of those utterly lost!",41:23,thought thought lord brought destruction become day utterly lost,thought thought lord brought destruct becom day utterli lost,thought thought lord brought destruction become day utterly lost
Surah Fussilat,"Then, if they have patience, yet the Fire will be a home for them, and if they beg for to be excused, yet they are not of those who will ever be excused.",41:24,patience yet fire home beg excused yet ever excused,patienc yet fire home beg excus yet ever excus,patience yet fire home beg excused yet ever excused
